fixed.acidity,volatile.acidity,citric.acid,residual.sugar,free.sulfur.dioxide,total.sulfur.dioxide,pH,sulphates,alcohol,label,chlorides_std,density_std,high_quality
8.5,0.15,0.49,1.5,17,122,3.03,0.4,10.3,novice,-0.6558455536279351,-0.282892125538198,1
6.2,0.34,0.25,12.1,33,171,3.14,0.56,8.7,novice,0.5334474790181124,1.2100753722945152,1
8.6,0.18,0.28,0.8,25,78,2.99,0.38,11.1,novice,-0.6133708024620047,-1.0011125699298629,0
6.8,0.3,0.35,2.8,10,164,3.09,0.53,12,novice,-0.35852229546642317,-0.9479110555304994,1
6.7,0.28,0.28,4.5,14,92,3.36,0.58,11.9,novice,0.19364946969067026,-0.6021012119344894,1
7,0.31,0.35,1.6,13,119,3.22,0.5,10.7,novice,0.7033464836818336,-0.7351049979329348,0
6.7,0.3,0.35,1.4,36,160,3.11,0.54,9.4,novice,5.672892370095676,-0.1166373930401042,1
9.6,0.21,0.28,1.2,12,53,2.8,0.46,10.6,novice,-0.35852229546642317,-0.4823978045358663,0
7,0.27,0.41,18.75,34,157,2.96,0.5,9.1,novice,-0.18862329080270193,2.0446741294348567,0
8.5,0.24,0.47,15.2,40,234,3.02,0.66,9,novice,0.44849797668625213,2.144426968933691,0
7.1,0.18,0.42,1.4,47,157,2.95,0.31,10.5,novice,-0.061199037304911295,-0.814907269532017,1
6.6,0.32,0.22,16.7,38,133,3.22,0.67,10.4,novice,-0.018724286138980986,1.2799023599437211,1
8.6,0.31,0.3,0.9,16,109,2.95,0.39,10.1,novice,-0.061199037304911295,-0.5189738456854609,0
5.5,0.35,0.35,1.1,14,167,3.34,0.68,9.9,novice,-0.061199037304911295,-0.6819034835335714,1
7.8,0.27,0.33,2.4,36,175,3.2,0.55,11,novice,0.27859897202253087,-0.6819034835335714,1
6.3,0.33,0.27,1.2,34,175,3.37,0.54,9.4,novice,-0.018724286138980986,-0.21639023253897524,1
8.8,0.34,0.33,9.7,46,172,3.08,0.4,10.2,novice,-0.4434717977982838,0.8476400554487364,0
5,0.44,0.04,18.6,38,128,3.37,0.57,10.2,novice,-0.31604754430049287,1.4794080389414264,1
8.1,0.3,0.31,1.1,49,123,2.99,0.45,11.1,novice,-0.23109804196863223,-0.8814091625312765,1
6,0.2,0.26,14.7,53,125,2.99,0.69,9.4,novice,-0.061199037304911295,1.4345192611669104,1
7.8,0.24,0.32,12.2,42,138,3.01,0.54,8.8,novice,0.32107372318846117,1.4461570924417781,0
6.9,0.24,0.37,6.1,38,112,3.19,0.34,12.4,novice,-0.825744558291656,-1.0609642736291929,1
6.8,0.23,0.32,1.6,43,147,3.29,0.54,12.5,novice,-0.8682193094575864,-1.2139186275274272,1
7.3,0.49,0.32,5.2,18,104,3.24,0.45,10.7,novice,-0.1461485396367719,0.38212680445410335,0
5.1,0.33,0.22,1.6,18,89,3.51,0.38,12.5,novice,-0.825744558291656,-1.5796790390231894,1
6.3,0.15,0.34,11.4,25,96,3.21,0.49,10,novice,0.15117471852474024,1.1601989525450982,1
6.5,0.29,0.31,1.7,24,79,3.27,0.69,11.4,novice,-0.4859465489642138,-1.1706923970779028,1
5.7,0.28,0.3,3.9,36,105,3.26,0.58,12.75,novice,-0.8682193094575864,-1.4699509155744424,1
6.2,0.15,0.49,0.9,17,51,3.3,0.7,9.4,novice,-0.5708960512960745,-0.282892125538198,1
6.7,0.13,0.28,1.2,35,140,3.33,0.33,10.1,novice,-0.018724286138980986,-0.44914685803625487,1
7.7,0.34,0.58,11.1,41,151,3.06,0.49,8.6,novice,-0.31604754430049287,1.2466514134441098,0
5.6,0.35,0.37,1,6,72,3.37,0.34,11.4,novice,-0.35852229546642317,-1.2804205205266501,0
7.2,0.15,0.38,1.2,18,110,3.19,0.43,11.1,novice,-0.35852229546642317,-0.7816563230324055,1
6.1,0.28,0.24,19.95,32,174,3.19,0.44,9.3,novice,1.1705687465070664,1.7188148537386356,1
7.1,0.23,0.35,16.5,60,171,3.16,0.59,9.1,novice,-0.27357279313456256,1.6456627714394834,1
5.9,0.65,0.23,5,20,128,3.46,0.48,12.8,novice,-0.4859465489642138,-1.2937208991264724,1
8.2,0.21,0.32,10.65,53,145,3.17,0.48,10.2,novice,0.27859897202253087,1.0471457344464048,1
6.2,0.22,0.3,12.4,108,152,3.1,0.47,9.5,novice,0.32107372318846117,1.0737464916461232,1
6,0.19,0.29,1.2,29,92,3.22,0.53,11.3,novice,-0.018724286138980986,-1.2371942900771258,1
5.9,0.34,0.3,3.8,57,135,3.09,0.34,12,novice,-0.4859465489642138,-1.2937208991264724,1
7.4,0.33,0.26,15.6,67,210,3.06,0.68,9.5,novice,0.10869996735880993,1.6689384339892186,0
7.3,0.29,0.29,4.6,27,155,3.07,0.26,10.6,novice,-0.7407950559597954,-0.3161430720378094,1
6.8,0.27,0.12,1.3,87,168,3.18,0.41,10,novice,-0.27357279313456256,-0.6819034835335714,0
6.6,0.32,0.34,7.7,63,212,3.22,0.48,9.7,novice,-0.1036737884708416,0.40207737235389235,1
8.5,0.21,0.41,4.3,24,99,3.18,0.53,9.7,novice,-0.4434717977982838,0.21587207195604646,1
6.4,0.21,0.3,5.6,43,160,3.6,0.41,10.6,novice,-0.1036737884708416,0.28237396495526923,1
7.5,0.28,0.41,1.3,11,126,3.28,0.45,10.3,novice,-0.1036737884708416,-0.3726696810871561,0
6.6,0.28,0.42,8.2,60,196,3.14,0.48,9.4,novice,-0.1036737884708416,0.5217807797524785,0
8.5,0.26,0.21,16.2,41,197,3.02,0.5,9.8,novice,1.1705687465070664,1.3131533064433327,0
8.6,0.34,0.36,1.4,11,119,3.17,0.47,9.4,novice,-0.061199037304911295,0.5018302118527265,0
5.7,0.32,0.18,1.4,26,104,3.44,0.37,11,novice,-0.7407950559597954,-1.1474167345281676,1
6.6,0.19,0.35,1.5,37,107,3.18,0.68,12,novice,-0.40099704663235347,-1.3269718456260837,1
8.1,0.24,0.26,11,41,211,3.11,0.49,10,novice,-0.1461485396367719,0.9008415698480999,1
6.5,0.425,0.4,13.1,59,241,3.23,0.57,9,novice,-0.35852229546642317,1.2799023599437211,0
6.4,0.13,0.28,0.9,32,87,3.47,0.52,11.2,novice,-0.061199037304911295,-0.7650308497825998,1
7.8,0.49,0.49,7,29,149,3.21,0.33,10,novice,-0.1461485396367719,0.38212680445410335,0
5.1,0.33,0.22,1.6,18,89,3.51,0.38,12.5,novice,-0.825744558291656,-1.5796790390231894,1
9.4,0.16,0.23,1.6,14,67,3.07,0.32,9.5,novice,-0.18862329080270193,0.04961733945795267,0
7.2,0.23,0.39,14.2,49,192,2.98,0.48,9,novice,0.49097272785218243,1.2799023599437211,1
6.7,0.11,0.34,8.8,41,113,3.42,0.4,9.3,novice,-0.1461485396367719,0.714636269450254,1
8,0.29,0.29,13.2,26,113,3.25,0.37,9.7,novice,-0.018724286138980986,1.4129061459421668,1
8.5,0.25,0.27,4.7,31,92,3.01,0.33,12,novice,-0.6558455536279351,-0.6154015905343487,1
6,0.16,0.37,1.5,43,117,3.46,0.51,9.7,novice,-0.9106940606235165,-0.4158959115366435,1
5.7,0.2,0.24,13.8,44,112,2.97,0.66,8.8,novice,0.02375046502694932,1.436181808491902,1
5,0.33,0.18,4.6,40,124,3.18,0.4,11,novice,-0.6133708024620047,-0.9678616234302514,1
5.3,0.3,0.16,4.2,37,100,3.3,0.36,11.8,novice,-0.7407950559597954,-1.180667681027779,1
5.8,0.28,0.66,9.1,26,159,3.66,0.55,10.8,novice,-0.31604754430049287,0.8143891089491251,0
7.1,0.25,0.39,2.1,30,124,3.28,0.43,12.2,novice,-0.4434717977982838,-1.080914841528945,1
7.2,0.22,0.28,7.2,41,132,3.08,0.59,11.3,novice,0.5759222301840428,-0.18313928603932697,1
6.4,0.26,0.21,7.1,35,162,3.39,0.58,9.9,novice,-0.27357279313456256,0.5151305904525858,1
6.6,0.28,0.23,10.4,45,190,3.12,0.51,8.8,novice,0.10869996735880993,1.1601989525450982,0
6.7,0.61,0.21,1.65,40,240,3.11,0.57,9.3,novice,2.9969830466420686,-0.08338644654049283,0
8.2,0.25,0.46,3.75,14,102,3.28,0.58,9.7,novice,0.15117471852474024,0.3954271830539627,0
6.3,0.23,0.31,1.5,11,82,3.3,0.4,12.9,novice,-1.0381183141213075,-1.6129299855228008,1
8.6,0.16,0.38,3.4,41,143,2.95,0.39,10.2,novice,-0.27357279313456256,-0.282892125538198,1
6.1,0.21,0.38,1.5,37,122,3.2,0.43,12,novice,-0.31604754430049287,-1.4400250637247773,1
6.6,0.17,0.26,7.4,45,128,3.16,0.37,10,novice,0.23612422085660056,-0.056785689340811116,1
7.3,0.3,0.22,6.4,44,168,3.13,0.35,10.1,novice,0.4060232255203218,0.21587207195604646,1
5.4,0.15,0.32,2.5,10,51,3.04,0.58,12.6,novice,-0.40099704663235347,-1.752583960821176,1
7.9,0.51,0.36,6.2,30,173,3.09,0.53,9.7,novice,0.19364946969067026,1.4461570924417781,0
4.8,0.13,0.32,1.2,40,98,3.42,0.64,11.8,novice,-0.18862329080270193,-1.4134243065250955,1
7,0.39,0.21,10.7,13,91,3.03,0.47,9.3,novice,2.1899627744893935,0.8376647714988235,0
6.6,0.285,0.49,11.4,57,137,3.08,0.54,8.9,novice,-0.4859465489642138,1.0870468702459457,1
6.2,0.22,0.49,6,31,128,3.41,0.36,11.3,novice,-0.7407950559597954,-0.4158959115366435,1
5,0.24,0.21,2.2,31,100,3.69,0.62,11.7,novice,-0.31604754430049287,-1.0210631378296517,1
7.8,0.28,0.34,1.6,32,118,3,0.38,12.1,novice,-0.7832698071257258,-1.3136714670262615,1
6.4,0.15,0.36,1.8,43,150,3.42,0.69,11,novice,-0.5284213001301441,-0.6154015905343487,1
6.6,0.28,0.3,7.8,57,202,3.24,0.39,9.5,novice,0.10869996735880993,0.5816324834518085,0
8,0.25,0.49,1.2,27,117,3.08,0.34,9.4,novice,0.618396981349973,-0.08338644654049283,0
7.4,0.33,0.26,2.6,29,115,3.07,0.52,11.8,novice,-0.27357279313456256,-0.914660109030888,1
5.7,0.27,0.32,1.2,20,155,3.8,0.41,10.2,novice,-0.018724286138980986,-0.21639023253897524,1
6.1,0.28,0.3,7.75,33,139,3.22,0.46,11,novice,-0.6558455536279351,-0.3626943971372801,1
6.1,0.33,0.32,7.8,52,183,3.39,0.65,9.5,novice,0.23612422085660056,0.8376647714988235,0
7.1,0.2,0.41,2.1,24,166,3.48,0.62,10.5,novice,0.32107372318846117,0.24912301845565785,1
6.7,0.16,0.32,12.5,18,156,2.88,0.36,9,novice,-0.4859465489642138,0.8675906233484885,1
8.4,0.22,0.3,8.9,17,118,2.99,0.34,10.5,novice,-0.9531688117894469,0.16932074685657578,1
7,0.27,0.74,1.3,34,121,3.04,0.46,9.2,novice,5.375569111934164,-0.23634080043872732,1
5.8,0.3,0.12,1.6,57,163,3.38,0.59,10.5,novice,-0.4434717977982838,-0.5522247921850723,1
7.2,0.37,0.4,11.6,34,214,3.1,0.51,9.8,novice,-0.6133708024620047,0.7478872159498654,1
6.2,0.22,0.28,2.2,24,125,3.19,0.48,10.5,novice,-0.27357279313456256,-0.7816563230324055,1
5.9,0.28,0.34,3.6,50,194,3.31,0.52,11.6,novice,-0.27357279313456256,-0.9479110555304994,1
9.3,0.31,0.49,1.3,34,147,3.11,0.46,9.8,novice,-0.18862329080270193,0.24912301845565785,0
7.6,0.31,0.49,3.95,27,131,3.08,0.67,12.8,novice,-0.1036737884708416,-0.9479110555304994,1
8.8,0.19,0.3,5,34,120,2.94,0.47,11.2,novice,-0.7832698071257258,-0.5422495082351962,0
7.8,0.15,0.24,7.7,21,98,2.94,0.31,9.6,novice,0.02375046502694932,0.348875857954492,1
6.6,0.28,0.36,1.7,22,101,3.29,0.57,11.6,novice,-0.35852229546642317,-0.9479110555304994,1
7.2,0.16,0.26,7.1,41,224,3.38,0.55,10.1,novice,0.32107372318846117,0.8476400554487364,0
7.9,0.22,0.38,8,46,152,3.12,0.32,11.5,novice,-0.1461485396367719,-0.21639023253897524,1
8,0.25,0.49,9,31,185,3.34,0.49,10,novice,-0.1036737884708416,1.3131533064433327,1
7.6,0.3,0.27,10.6,31,119,3.27,0.3,9.3,novice,-0.31604754430049287,1.3630297261927498,1
6.2,0.27,0.32,6.3,47,159,3.21,0.6,11,novice,0.06622521619287963,-0.40924572223671385,1
6.8,0.25,0.38,8.1,24,155,3.33,0.59,10.2,novice,-0.018724286138980986,0.5151305904525858,1
8.6,0.55,0.35,15.55,35.5,366.5,3.04,0.63,11,novice,0.44849797668625213,2.0114231829352454,0
6.5,0.18,0.41,14.2,47,129,3.28,0.72,10.3,novice,-0.31604754430049287,0.9074917591480295,1
7.1,0.31,0.17,1,21,144,3.13,0.4,9.6,novice,-0.18862329080270193,-0.3360936399375614,0
6.9,0.24,0.33,4.8,16,131,3.26,0.64,10.7,novice,-0.27357279313456256,-0.1498883395397156,1
6.4,0.225,0.48,2.2,29,104,3.24,0.58,12.1,novice,2.912033544310208,-0.7484053765327942,1
6.9,0.15,0.29,2.3,14,82,3.1,0.58,11.2,novice,-0.5708960512960745,-0.9080099197309583,1
6.4,0.24,0.32,0.95,23,131,3.25,0.35,11.8,novice,-0.23109804196863223,-1.2371942900771258,0
7.6,0.36,0.48,13.5,44,116,3.04,0.48,9.2,novice,-0.35852229546642317,1.3796551994425554,0
6.9,0.2,0.28,1.2,36,159,3.19,0.43,9.1,novice,0.06622521619287963,-0.1498883395397156,1
7.6,0.15,0.4,1.3,24,112,3.14,0.76,10,novice,-0.4434717977982838,-0.282892125538198,0
6.1,0.24,0.26,1.7,61,134,3.19,0.81,11.9,novice,-0.5708960512960745,-1.2471695740270388,1
6.4,0.3,0.38,7.8,35,192,3.1,0.37,9,novice,-0.018724286138980986,0.4818796439529744,0
6.5,0.35,0.36,0.8,32,111,3.11,0.5,12.1,novice,-0.5284213001301441,-1.5397779032236483,1
6.5,0.41,0.22,4.8,49,142,3.14,0.62,9.2,novice,0.23612422085660056,0.1826211254564351,0
6.9,0.19,0.32,7.9,30,130,3.4,0.39,10.5,novice,-0.18862329080270193,0.16932074685657578,1
6.4,0.22,0.32,4.9,50,156,3.38,0.55,11.2,novice,-0.018724286138980986,-0.2961925041380204,1
6.8,0.29,0.56,11.9,66,230,3.02,0.63,9.3,novice,-0.1461485396367719,1.0471457344464048,0
7,0.2,0.34,2.1,12,136,3.25,0.46,11.6,novice,0.10869996735880993,-0.6154015905343487,1
6.1,0.16,0.24,1.4,17,77,3.66,0.57,10.3,novice,-0.018724286138980986,-0.2862172201881444,1
6.2,0.33,0.14,4.8,27,128,3.21,0.48,9.4,novice,0.23612422085660056,0.23249754520585217,0
7.4,0.21,0.3,8.1,13,114,3.12,0.35,10.5,novice,0.02375046502694932,0.0163663929583413,1
5.6,0.34,0.1,1.3,20,68,3.36,0.51,11.2,novice,-0.6558455536279351,-1.1474167345281676,1
6.9,0.28,0.27,2.1,42,121,3.42,0.49,10.8,novice,-0.4434717977982838,-0.4823978045358663,1
6,0.33,0.38,9.7,29,124,3.47,0.48,11,novice,-0.27357279313456256,0.4486286974533261,1
6.6,0.23,0.32,1.7,26,102,3.29,0.6,11.8,novice,-0.9531688117894469,-1.0676144629290856,1
8,0.28,0.42,7.1,41,169,3.17,0.43,10.6,novice,-0.061199037304911295,0.6148834299514199,0
6.3,0.695,0.55,12.9,58,252,3.29,0.49,8.7,novice,0.4060232255203218,1.3331038743430847,0
6.8,0.64,0.08,9.7,26,142,3.37,0.46,8.9,novice,0.6608717325159034,1.0471457344464048,0
7.8,0.39,0.26,9.9,33,181,3.04,0.42,10.9,novice,0.5334474790181124,0.4818796439529744,1
6.4,0.33,0.24,1.6,25,117,3.36,0.5,9.3,novice,0.32107372318846117,0.08286828595756406,0
6.4,0.18,0.74,11.9,54,168,3.58,0.68,10.1,novice,-0.018724286138980986,1.2466514134441098,0
6.1,0.3,0.56,2.8,47,179,3.3,0.57,10.9,novice,-0.1036737884708416,-0.5488996975351259,1
7.2,0.24,0.29,3,17,117,3.36,0.68,10.1,novice,-0.4434717977982838,0.019691487608324586,1
6.2,0.23,0.36,17.2,37,130,3.23,0.43,8.8,novice,-0.31604754430049287,1.7986171253377177,1
8.2,0.18,0.38,1.1,41,92,2.88,0.6,12,novice,-0.27357279313456256,-1.140766545228275,1
6.6,0.25,0.51,8,61,189,3.22,0.49,9.2,novice,0.02375046502694932,0.6614347550508906,0
5.7,0.36,0.21,6.7,51,166,3.29,0.63,10,novice,-0.35852229546642317,0.0163663929583413,1
7.2,0.28,0.3,10.7,61,222,3.14,0.5,9.1,novice,-0.1036737884708416,1.0471457344464048,1
6,0.29,0.41,10.8,55,149,3.09,0.59,11,novice,0.06622521619287963,-0.1166373930401042,1
6.3,0.24,0.29,13.7,53,134,3.17,0.38,10.6,novice,-0.4859465489642138,0.5384062530023211,1
5.8,0.28,0.34,4,40,99,3.39,0.39,12.8,novice,-0.6558455536279351,-1.4799261995243183,1
8.2,0.2,0.38,3.5,41,174,3.22,0.41,11.6,novice,0.27859897202253087,-0.32944345063763175,0
7,0.3,0.49,4.7,17,105,3.26,0.68,12.4,novice,-0.4434717977982838,-0.814907269532017,1
6.7,0.22,0.22,1.2,5,124,3.1,0.37,11.2,novice,-0.35852229546642317,-1.0210631378296517,0
8,0.23,0.46,1.5,30,125,3.23,0.47,12.5,novice,-0.6983203047938653,-1.1141657880285563,1
6.8,0.18,0.37,1.6,47,154,3.08,0.45,9.1,novice,0.36354847435439147,-0.21639023253897524,0
6.8,0.19,0.71,17.5,21,114,2.85,0.5,9.5,novice,-0.18862329080270193,1.2599517920439323,1
6.1,0.14,0.25,1.3,37,173,3.35,0.46,10,novice,0.02375046502694932,-0.5156487510354776,1
6.9,0.19,0.35,1.7,33,101,3.21,0.54,10.8,novice,-0.4434717977982838,-0.2995175987880037,1
6.6,0.23,0.37,8.5,46,153,3.2,0.48,9.4,novice,-0.4434717977982838,0.5683321048519492,1
6.7,0.38,0.26,9.55,35,91,2.98,0.37,12.4,novice,-0.4434717977982838,-0.7151544300331828,1
5.5,0.16,0.26,1.5,35,100,3.43,0.77,12,novice,-0.6133708024620047,-1.0942152201288042,1
6.9,0.29,0.41,7.8,52,171,3.12,0.51,9.6,novice,-0.018724286138980986,0.43865341350345005,0
5.7,0.22,0.29,3.5,27,146,3.17,0.36,12.1,novice,-0.27357279313456256,-1.3502475081758192,1
6.4,0.46,0.08,4.9,34,144,3.1,0.56,10,novice,-0.018724286138980986,0.1327447057069811,0
6.6,0.38,0.18,1.2,20,84,3.22,0.45,10.1,novice,-0.18862329080270193,-0.44914685803625487,0
6.9,0.75,0.13,6.3,19,50,3.09,0.25,11.1,novice,-0.4434717977982838,-0.3094928827378797,0
7.2,0.23,0.38,14.3,55,194,3.09,0.44,9,novice,0.49097272785218243,1.2799023599437211,1
8.5,0.17,0.49,8.8,23,108,2.88,0.34,10.5,novice,0.06622521619287963,0.21587207195604646,0
6.6,0.24,0.3,11.3,11,77,3.13,0.55,12.8,novice,-0.8682193094575864,-0.08006135189054646,1
6.8,0.32,0.34,6,5,129,3.19,0.4,9.1,novice,0.15117471852474024,0.4153777509537147,0
7.7,0.34,0.28,11,31,117,3.27,0.29,9.2,novice,-0.27357279313456256,1.3630297261927498,1
7.9,0.14,0.74,1.2,30,165,3.08,0.82,12.3,novice,-0.7832698071257258,-1.0144129485297222,1
10.7,0.22,0.56,8.2,37,181,2.87,0.68,9.5,novice,-0.1036737884708416,1.3131533064433327,1
6.3,0.29,0.29,3.3,32,140,3.17,0.36,12.8,novice,-0.40099704663235347,-1.5131771460239296,1
6.6,0.4,0.32,1.7,39,84,3.59,0.48,12.7,novice,-0.4859465489642138,-1.0277133271295815,1
6.8,0.29,0.16,1.4,122.5,234.5,3.15,0.47,10,novice,-0.35852229546642317,-0.6154015905343487,0
7.1,0.47,0.24,6,11,77,3.21,0.56,9.7,novice,-0.1036737884708416,0.5151305904525858,0
6.8,0.22,0.36,1.2,38,127,3.04,0.54,9.2,novice,0.23612422085660056,-0.24964117903858662,0
6.7,0.41,0.24,5.4,33,115,3.12,0.44,12.8933333333333,novice,-0.4859465489642138,-1.3136714670262615,1
6.5,0.29,0.52,7.9,35,192,3.16,0.51,9.5,novice,0.10869996735880993,0.48520473860292074,1
6.6,0.38,0.15,4.6,25,78,3.11,0.38,10.2,novice,-0.1036737884708416,-0.3161430720378094,1
6.9,0.22,0.31,6.3,41,131,3.08,0.49,10.8,novice,-0.7407950559597954,-0.26294155763840904,1
7,0.35,0.24,1.9,21,144,3.35,0.38,11,novice,-0.27357279313456256,-0.5821506440347373,0
8.6,0.18,0.4,1.1,20,107,2.94,0.32,10.2,novice,-0.27357279313456256,-0.5821506440347373,1
6.1,0.24,0.27,11.5,51,133,3.22,0.37,10.8,novice,0.15117471852474024,0.23582263985579852,1
6.2,0.24,0.29,13.3,49,130,3.33,0.46,11,novice,-0.31604754430049287,0.38212680445410335,1
7.3,0.41,0.24,6.8,41,163,3.2,0.41,9.9,novice,0.44849797668625213,0.28237396495526923,1
7.6,0.18,0.28,7.1,29,110,3.2,0.42,9.2,novice,-0.23109804196863223,0.8210392982490178,1
7.4,0.4,0.41,14.1,37,194,3.2,0.63,9.4,novice,0.27859897202253087,1.5991114463400127,1
5.1,0.33,0.22,1.6,18,89,3.51,0.38,12.5,novice,-0.825744558291656,-1.5796790390231894,1
6.7,0.34,0.3,15.6,51,196,3.19,0.49,9.3,novice,0.32107372318846117,1.3796551994425554,0
7.3,0.13,0.31,2.3,22,104,3.24,0.92,11.5,novice,0.32107372318846117,-0.5488996975351259,1
6.8,0.21,0.55,14.6,34,159,2.93,0.44,9.2,novice,0.27859897202253087,1.3297787796931384,0
6.7,0.31,0.44,6.7,29,160,3.04,0.44,9.6,novice,0.32107372318846117,0.38212680445410335,0
6.9,0.22,0.39,6,44,141,3.11,0.33,12.5,novice,-0.4859465489642138,-0.9379357715805864,1
7.3,0.28,0.36,12.7,38,140,3.3,0.79,9.6,novice,-0.27357279313456256,1.3131533064433327,1
6.8,0.27,0.3,13,69,160,3.16,0.5,9.6,novice,0.02375046502694932,0.9972693146969877,1
6.7,0.3,0.29,2.8,37,107,3.31,0.63,11.3,novice,-0.9106940606235165,-0.8182323641820002,1
9.6,0.25,0.54,1.3,16,160,2.94,0.43,10.5,novice,-0.27357279313456256,-0.08338644654049283,0
7.2,0.17,0.37,6.9,47,128,3.08,0.46,11,novice,0.5334474790181124,-0.27624193623826837,1
7.8,0.13,0.3,1.8,43,179,3.43,0.41,9,novice,-0.27357279313456256,0.4818796439529744,0
7.2,0.37,0.15,2,27,87,3.3,0.59,12.6,novice,-0.7407950559597954,-1.2471695740270388,1
7.2,0.4,0.24,8.5,45,151,3.2,0.52,9.2,novice,0.36354847435439147,0.734586837350043,0
8,0.45,0.28,10.8,25,157,3.06,0.47,11.4,novice,0.19364946969067026,0.5483815369521972,1
6.6,0.17,0.35,2.6,33,78,3.22,0.72,11.3,novice,-0.6983203047938653,-0.8614585946314877,1
6.5,0.22,0.25,17.1,44,138,3.3,0.37,8.8,novice,0.15117471852474024,2.0114231829352454,0
6,0.34,0.29,6.1,29,134,3.48,0.57,10.7,novice,-0.018724286138980986,0.18927131475632783,1
6.2,0.2,0.33,5.4,21,75,3.36,0.41,13.5,novice,-0.7832698071257258,-1.3070212777263317,1
7.3,0.22,0.4,14.75,44.5,129.5,3.36,0.41,9.1,novice,-0.18862329080270193,1.9116703434364113,1
7.2,0.27,0.27,2.4,30,149,3.1,0.51,9.2,novice,0.06622521619287963,-0.1498883395397156,1
7.7,0.28,0.24,2.4,29,157,3.27,0.56,10.6,novice,-0.1036737884708416,-0.3094928827378797,1
6.3,0.23,0.5,10.4,61,132,2.86,0.46,9.1,novice,-0.1461485396367719,0.4552788867532558,1
6.7,0.27,0.69,1.2,36,106,2.96,0.43,9.2,novice,5.502993365431954,-0.38929515433696177,1
5.2,0.21,0.31,1.7,17,61,3.24,0.37,12,novice,0.06622521619287963,-1.5032018620740537,1
6.9,0.25,0.3,4.1,23,116,2.99,0.38,9.4,novice,0.32107372318846117,-0.016884553541270077,1
6.6,0.21,0.29,5.35,43,106,2.93,0.43,11.5,novice,-0.7407950559597954,-0.9745118127301811,1
6.3,0.29,0.3,8.1,60,150,3.1,0.4,9.3,novice,7.032084407405443,0.5816324834518085,0
6.7,0.42,0.39,12.1,61,248,3.31,0.58,9.7,novice,-0.27357279313456256,1.2932027385435805,0
7.1,0.55,0.13,1.7,21,165,2.97,0.58,9.2,novice,1.1280939953411362,-0.016884553541270077,1
7.6,0.13,0.34,9.3,40,126,3.21,0.39,9.6,novice,0.6608717325159034,0.8476400554487364,0
7.3,0.33,0.4,6.85,32,138,3.03,0.3,11.9,novice,-0.35852229546642317,-0.6819034835335714,1
7.5,0.2,0.49,1.3,8,97,3.06,0.62,11.1,novice,-0.6558455536279351,-0.7484053765327942,0
6.4,0.29,0.44,3.6,75,183,3.01,0.38,9.1,novice,6.394963139916491,0.04961733945795267,0
5.9,0.23,0.28,8.6,37,142,3.23,0.53,10.6,novice,-0.018724286138980986,0.08951847525749371,1
7.2,0.24,0.24,1.7,18,161,3.25,0.53,11.2,novice,-0.061199037304911295,-0.6952038621334308,1
6,0.17,0.3,7.3,39,104,2.91,0.57,11,novice,-0.31604754430049287,-0.5089985617355849,1
7.6,0.21,0.35,1.2,7,106,3.06,0.45,11.3,novice,-0.23109804196863223,-0.8814091625312765,0
6.6,0.31,0.38,16.05,16,165,3.38,0.6,9.2,novice,0.49097272785218243,1.8784193969368,0
6.1,0.17,0.21,1.9,44,130,3.07,0.41,9.7,novice,1.8501647651619508,-0.49902327778567196,0
8,0.13,0.25,1.1,15,86,2.98,0.39,11.2,novice,-0.5708960512960745,-1.2006182489275679,1
6.2,0.2,0.25,15,8,120,3.19,0.53,9.6,novice,0.36354847435439147,1.2034251829945855,1
6.9,0.22,0.37,15,59,178,3.37,0.82,9.5,novice,0.27859897202253087,1.712164664438706,1
6.1,0.17,0.28,4.5,46,150,3.43,0.49,10.9,novice,-0.5708960512960745,-0.24964117903858662,1
7.6,0.38,0.2,3.4,9,116,3.15,0.41,9.4,novice,-0.018724286138980986,0.11611923245717543,0
5.6,0.19,0.26,1.4,12,76,3.25,0.37,10.9,novice,-0.6983203047938653,-1.180667681027779,1
7.6,0.29,0.26,6.5,32,160,3.14,0.47,10.7,novice,-0.18862329080270193,0.11611923245717543,0
6,0.24,0.41,1.3,42,118,3.04,0.64,11.75,novice,-0.4434717977982838,-1.2870707098265797,1
7.4,0.25,0.37,13.5,52,192,3,0.44,9.1,novice,0.5759222301840428,1.1468985739452757,0
5,0.29,0.54,5.7,54,155,3.27,0.34,12.9,novice,-0.4859465489642138,-1.4267246851249549,1
7.2,0.34,0.34,12.6,7,41,3.19,0.4,11.7,novice,0.06622521619287963,0.04961733945795267,0
7.8,0.26,0.49,3.1,21,116,3.16,0.35,10.3,novice,-0.061199037304911295,-0.3161430720378094,0
5.2,0.5,0.18,2,23,129,3.36,0.77,13.4,novice,-0.4434717977982838,-1.516502240673913,1
6.8,0.26,0.26,2,23.5,72,3.16,0.47,11.8,novice,-1.1655425676190982,-1.210593532877444,1
6.1,0.3,0.47,1.4,50,187,3.19,0.45,9.5,novice,0.10869996735880993,-0.44914685803625487,0
6.4,0.31,0.4,6.4,39,191,3.14,0.52,9.8,novice,-0.31604754430049287,0.358851141904368,0
7.2,0.47,0.16,5.9,14,125,3.09,0.49,9.8,novice,0.06622521619287963,0.0762180966576713,0
6,0.29,0.41,10.8,55,149,3.09,0.59,10.9666666666667,novice,0.06622521619287963,-0.1166373930401042,1
