fixed.acidity,residual.sugar,free.sulfur.dioxide,total.sulfur.dioxide,alcohol,chlorides_std,density_std,sulphates_std,pH_std,volatile_acidity_std,citric_acid_std,high_quality
8.5,16.2,41,197,9.8,1.1939416865044024,1.3255539992409877,0.0829349540147605,-1.1104343409264446,-0.19219850775345526,-1.0059019321365037,0
8.6,1.4,11,119,9.4,-0.054303526450112535,0.5127124072114978,-0.18129768467563762,-0.1307880471365144,0.5891987040966589,0.21574557737946526,0
5.7,1.4,26,104,11,-0.7429905404939827,-1.1396213208484385,-1.0620731469769638,1.632575281685361,0.39384940113413025,-1.2502314340396974,1
6.6,1.5,37,107,12,-0.39864703347204766,-1.3195124928549602,1.6683307861571481,-0.0654782942171842,-0.8759210681223051,0.13430241007840057,1
8.1,11,41,211,10,-0.1403894032055964,0.9124705672259944,-0.005142592215372198,-0.522646564652487,-0.38754781071598393,-0.5986860956311806,1
6.5,13.1,59,241,9,-0.35560409509430574,1.2922408192397827,0.6994777776256885,0.2610704703794582,1.4194332416874047,0.5415182465837239,0
6.4,0.9,32,87,11.2,-0.054303526450112535,-0.7565197508345445,0.2590900464750259,1.8285045404433486,-1.4619689770098905,-0.4357997610290512,1
7.8,7,29,149,10,-0.1403894032055964,0.39278495920713774,-1.414383331897494,0.13045096454080066,2.0543184763156224,1.2745067522933051,0
5.1,1.6,18,89,12.5,-0.8290764172494666,-1.5726926608641771,-0.973995600746831,2.0897435521206607,0.49152405261539456,-0.924458764835439,1
9.4,1.6,14,67,9.5,-0.18343234158333804,0.05965315919505113,-1.5024608781276267,-0.783885576329802,-1.1689450225660978,-0.8430155975343743,0
7.2,14.2,49,192,9,0.5052546724605322,1.2922408192397827,-0.0932201384455049,-1.3716733526037594,-0.485222462197248,0.4600750792826592,1
6.7,8.8,41,113,9.3,-0.1403894032055964,0.7259167592192244,-0.7978405082865656,1.5019557758467033,-1.6573182799724193,0.05285924277733636,1
8,13.2,26,113,9.7,-0.011260588072370606,1.4254935392446026,-1.0620731469769638,0.39168997621811574,0.10082544669033723,-0.354356593727987,1
8.5,4.7,31,92,12,-0.656904663738499,-0.6066104408291222,-1.414383331897494,-1.1757440938457746,-0.28987315923471957,-0.5172429283301159,1
6,1.5,43,117,9.7,-0.9151622940049503,-0.40673136082185535,0.1710125002448932,1.7631947875240184,-1.1689450225660978,0.2971887446805299,1
5.7,13.8,44,112,8.8,0.031782350305371326,1.4488127652454534,1.4921756936968829,-1.4369831055230868,-0.7782464166410408,-0.7615724302333099,1
5,4.6,40,124,11,-0.613861725360757,-0.959730148841917,-0.7978405082865656,-0.0654782942171842,0.49152405261539456,-1.2502314340396974,1
5.3,4.2,37,100,11.8,-0.7429905404939827,-1.1729345008496435,-1.1501506932070964,0.7182387408147581,0.19850009817160155,-1.4131177686418266,1
5.8,9.1,26,159,10.8,-0.3125611567165638,0.8258562992228763,0.523322685165424,3.0693898459105937,0.003150795209073428,2.6590405964114034,0
7.1,2.1,30,124,12.2,-0.44168997184978964,-1.0729949608460285,-0.5336078695961679,0.5876192349761006,-0.28987315923471957,0.4600750792826592,1
7.2,7.2,41,132,11.3,0.5913405492160159,-0.1735391008133836,0.8756328700859539,-0.7185758234104719,-0.5828971136785124,-0.4357997610290512,1
6.4,7.1,35,162,9.9,-0.2695182183388219,0.5260376792119946,0.7875553238558212,1.3060265170887184,-0.19219850775345526,-1.0059019321365037,1
6.6,10.4,45,190,8.8,0.11786822706085519,1.1723133712354228,0.1710125002448932,-0.45733681173315677,0.003150795209073428,-0.8430155975343743,0
6.7,1.65,40,240,9.3,3.044788036747304,-0.07359956080976873,0.6994777776256885,-0.522646564652487,3.226414294090793,-1.0059019321365037,0
8.2,3.75,14,102,9.7,0.16091116543859713,0.40611023120763456,0.7875553238558212,0.5876192349761006,-0.28987315923471957,1.0301772503901114,0
6.3,1.5,11,82,12.9,-1.0442911091381761,-1.6060058408653821,-0.7978405082865656,0.7182387408147581,-0.485222462197248,-0.19147025912585763,1
8.6,3.4,41,143,10.2,-0.2695182183388219,-0.2734786408170355,-0.8859180545166983,-1.5676026113617443,-1.1689450225660978,0.37863191198159457,1
6.1,1.5,37,122,12,-0.3125611567165638,-1.4327773048590717,-0.5336078695961679,0.06514121162147334,-0.6805717651597767,0.37863191198159457,1
6.6,7.4,45,128,10,0.24699704219408067,-0.04694901680881215,-1.0620731469769638,-0.19609780005584174,-1.0712703710848335,-0.5986860956311806,1
7.3,6.4,44,168,10.1,0.4191687957050484,0.22621905920111293,-1.238228239437229,-0.3920270588138295,0.19850009817160155,-0.924458764835439,1
6.5,1.1,7,151,9.5,0.6343834875937577,-0.34010500081944545,0.6994777776256885,-0.6532660704911445,0.49152405261539456,3.1476996002177904,0
5.4,2.5,10,51,12.6,-0.39864703347204766,-1.7459211968704502,0.7875553238558212,-0.9798148350877869,-1.266619674047362,-0.11002709182479298,1
7.9,6.2,30,173,9.7,0.20395410381633874,1.4588067192458076,0.3471675927051586,-0.6532660704911445,2.249667779278151,0.21574557737946526,0
4.8,1.2,40,98,11.8,-0.18343234158333804,-1.4061267608581152,1.3160206012366173,1.5019557758467033,-1.4619689770098905,-0.11002709182479298,1
7,10.7,13,91,9.3,2.226972207570208,0.8491755252236901,-0.18129768467563762,-1.0451245880071172,1.07757196150298,-1.0059019321365037,0
6.6,11.4,57,137,8.9,-0.48473291022753123,1.0990243752327644,0.4352451389352913,-0.7185758234104719,0.051988120949705056,1.2745067522933051,1
6.2,6,31,128,11.3,-0.7429905404939827,-0.40673136082185535,-1.1501506932070964,1.436646022927376,-0.5828971136785124,1.2745067522933051,1
5,2.2,31,100,11.7,-0.3125611567165638,-1.0130312368438672,1.139865508776352,3.2653191046685786,-0.38754781071598393,-1.0059019321365037,1
7.8,1.6,32,118,12.1,-0.7860334788717246,-1.3061872208545005,-0.973995600746831,-1.241053846765102,0.003150795209073428,0.05285924277733636,1
6.4,1.8,43,150,11,-0.5277758486052732,-0.6066104408291222,1.75640833238728,1.5019557758467033,-1.266619674047362,0.21574557737946526,1
6.6,7.8,57,202,9.5,0.11786822706085519,0.5926640392144046,-0.8859180545166983,0.3263802232987884,0.003150795209073428,-0.2729134264269223,0
8,1.2,27,117,9.4,0.6343834875937577,-0.07359956080976873,-1.3263057856673612,-0.7185758234104719,-0.28987315923471957,1.2745067522933051,0
7.4,2.6,29,115,11.8,-0.2695182183388219,-0.9064290608400039,0.2590900464750259,-0.783885576329802,0.49152405261539456,-0.5986860956311806,1
5.7,1.2,20,155,10.2,-0.011260588072370606,-0.20685228081462556,-0.7097629620564333,3.9837263867811936,-0.09452385627219091,-0.11002709182479298,1
6.1,7.75,33,139,11,-0.656904663738499,-0.3534302728199422,-0.2693752309057698,0.19576071746013088,0.003150795209073428,-0.2729134264269223,1
6.1,7.8,52,183,9.5,0.24699704219408067,0.8491755252236901,1.4040981474667502,1.3060265170887184,0.49152405261539456,-0.11002709182479298,0
7.1,2.1,24,166,10.5,0.33308291894956454,0.2595322392023179,1.139865508776352,1.8938142933626758,-0.7782464166410408,0.6229614138847881,1
6.7,12.5,18,156,9,-0.48473291022753123,0.8791573872247894,-1.1501506932070964,-2.024770881797047,-1.1689450225660978,-0.11002709182479298,1
8.4,8.9,17,118,10.5,-0.9582052323826922,0.17958060719941119,-1.3263057856673612,-1.3063635996844294,-0.5828971136785124,-0.2729134264269223,1
7,1.3,34,121,9.2,5.455192585900849,-0.22684018881533377,-0.2693752309057698,-0.9798148350877869,-0.09452385627219091,3.31058593481992,1
5.8,1.6,57,163,10.5,-0.44168997184978964,-0.5433153988268179,0.8756328700859539,1.2407167641693881,0.19850009817160155,-1.738890437846085,1
7.2,11.6,34,214,9.8,-0.613861725360757,0.7592299392204294,0.1710125002448932,-0.5879563175718143,0.8822226585404513,0.5415182465837239,1
6.2,2.2,24,125,10.5,-0.2695182183388219,-0.773176340835147,-0.0932201384455049,-1.6854129785687493e-4,-0.5828971136785124,-0.4357997610290512,1
5.9,3.6,50,194,11.6,-0.2695182183388219,-0.9397422408412087,0.2590900464750259,0.7835484937340883,0.003150795209073428,0.05285924277733636,1
9.3,1.3,34,147,9.8,-0.18343234158333804,0.2595322392023179,-0.2693752309057698,-0.522646564652487,0.2961747496528659,1.2745067522933051,0
7.6,3.95,27,131,12.8,-0.09734646482785447,-0.9397422408412087,1.5802532399270155,-0.7185758234104719,0.2961747496528659,1.2745067522933051,1
8.8,5,34,120,11.2,-0.7860334788717246,-0.5333214448264638,-0.18129768467563762,-1.6329123642810746,-0.8759210681223051,-0.2729134264269223,0
7.8,7.7,21,98,9.6,0.031782350305371326,0.3594717792059328,-1.5905384243577594,-1.6329123642810746,-1.266619674047362,-0.7615724302333099,1
6.6,1.7,22,101,11.6,-0.35560409509430574,-0.9397422408412087,0.6994777776256885,0.6529289878954307,0.003150795209073428,0.21574557737946526,1
7.2,7.1,41,224,10.1,0.33308291894956454,0.8591694792240813,0.523322685165424,1.2407167641693881,-1.1689450225660978,-0.5986860956311806,0
7.9,8,46,152,11.5,-0.1403894032055964,-0.20685228081462556,-1.5024608781276267,-0.45733681173315677,-0.5828971136785124,0.37863191198159457,1
8,9,31,185,10,-0.09734646482785447,1.3255539992409877,-0.005142592215372198,0.9794777524920731,-0.28987315923471957,1.2745067522933051,1
6.5,14.5,20,96,11.5,0.07482528868311325,0.17958060719941119,-1.6786159705878922,-0.8491953292491294,0.49152405261539456,-0.7615724302333099,1
7.6,10.6,31,119,9.3,-0.3125611567165638,1.375523769242795,-1.6786159705878922,0.5223094820567733,0.19850009817160155,-0.5172429283301159,1
6.2,6.3,47,159,11,0.07482528868311325,-0.400068724821607,0.9637104163160866,0.13045096454080066,-0.09452385627219091,-0.11002709182479298,1
6.8,8.1,24,155,10.2,-0.011260588072370606,0.5260376792119946,0.8756328700859539,0.9141679995727459,-0.28987315923471957,0.37863191198159457,1
7.6,8.8,57,156,11,-1.087334047515918,0.13294215519770944,-0.973995600746831,-0.7185758234104719,0.2961747496528659,-0.5172429283301159,1
8.6,15.55,35.5,366.5,11,0.4622117340827903,2.025130779266366,1.2279430550064847,-0.9798148350877869,2.640366385203208,0.13430241007840057,0
6.5,14.2,47,129,10.3,-0.3125611567165638,0.9191332032262428,2.020640971077678,0.5876192349761006,-0.9735957196035694,0.6229614138847881,1
7.1,1,21,144,9.6,-0.18343234158333804,-0.3267797288189487,-0.7978405082865656,-0.3920270588138295,0.2961747496528659,-1.3316746013407619,0
6.9,4.8,16,131,10.7,-0.2695182183388219,-0.14022592081217866,1.3160206012366173,0.456999729137443,-0.38754781071598393,-0.028583924523728304,1
6.4,2.2,29,104,12.1,2.9587021599918204,-0.739863160833942,0.7875553238558212,0.3263802232987884,-0.5340597879378801,1.1930635849922404,1
6.9,2.3,14,82,11.2,-0.5708187869830151,-0.8997664248397554,0.7875553238558212,-0.5879563175718143,-1.266619674047362,-0.354356593727987,1
6.4,0.95,23,131,11.8,-0.22647527996107997,-1.2295669068516994,-1.238228239437229,0.39168997621811574,-0.38754781071598393,-0.11002709182479298,0
7.6,13.5,44,116,9.2,-0.35560409509430574,1.3921803592433977,-0.0932201384455049,-0.9798148350877869,0.784548007059187,1.1930635849922404,0
6.9,1.2,36,159,9.1,0.07482528868311325,-0.14022592081217866,-0.5336078695961679,-1.6854129785687493e-4,-0.7782464166410408,-0.4357997610290512,1
7.6,1.3,24,112,10,-0.44168997184978964,-0.2734786408170355,2.372951155998209,-0.32671730589449927,-1.266619674047362,0.5415182465837239,0
6.1,1.7,61,134,11.9,-0.5708187869830151,-1.2395608608520905,2.8133388871488725,-1.6854129785687493e-4,-0.38754781071598393,-0.5986860956311806,1
6.4,7.8,35,192,9,-0.011260588072370606,0.49272449921078965,-1.0620731469769638,-0.5879563175718143,0.19850009817160155,0.37863191198159457,0
6.5,0.8,32,111,12.1,-0.5277758486052732,-1.5327168448627237,0.0829349540147605,-0.522646564652487,0.6868733555779227,0.21574557737946526,1
6.5,4.8,49,142,9.2,0.24699704219408067,0.19290587919990798,1.139865508776352,-0.32671730589449927,1.2729212644655081,-0.924458764835439,0
6.9,7.9,30,130,10.5,-0.18343234158333804,0.17958060719941119,-0.8859180545166983,1.3713362700080458,-0.8759210681223051,-0.11002709182479298,1
6.4,4.9,50,156,11.2,-0.011260588072370606,-0.2868039128174953,0.523322685165424,1.2407167641693881,-0.5828971136785124,-0.11002709182479298,1
6.8,11.9,66,230,9.3,-0.1403894032055964,1.059048559231311,1.2279430550064847,-1.1104343409264446,0.10082544669033723,1.8446089234007577,0
7,2.1,12,136,11.6,0.11786822706085519,-0.6066104408291222,-0.2693752309057698,0.39168997621811574,-0.7782464166410408,0.05285924277733636,1
6.1,1.4,17,77,10.3,-0.011260588072370606,-0.2768099588171412,0.6994777776256885,3.0693898459105937,-1.1689450225660978,-0.7615724302333099,1
6.2,4.8,27,128,9.4,0.24699704219408067,0.24287564920171542,-0.0932201384455049,0.13045096454080066,0.49152405261539456,-1.5760041032439556,0
7.4,8.1,13,114,10.5,0.031782350305371326,0.026339979193846164,-1.238228239437229,-0.45733681173315677,-0.6805717651597767,-0.2729134264269223,1
5.6,1.3,20,68,11.2,-0.656904663738499,-1.1396213208484385,0.1710125002448932,1.1100972583307307,0.5891987040966589,-1.901776772448214,1
6.9,2.1,42,121,10.8,-0.44168997184978964,-0.4733577208242653,-0.005142592215372198,1.5019557758467033,0.003150795209073428,-0.5172429283301159,1
6,9.7,29,124,11,-0.2695182183388219,0.4594113192095477,-0.0932201384455049,1.8285045404433486,0.49152405261539456,0.37863191198159457,1
6.6,1.7,26,102,11.8,-0.9582052323826922,-1.059669688845532,0.9637104163160866,0.6529289878954307,-0.485222462197248,-0.11002709182479298,1
6.4,5,28,138,12.4,0.37612585732730647,-0.7698450228350413,0.0829349540147605,0.5223094820567733,0.39384940113413025,-0.6801292629322452,1
8,7.1,41,169,10.6,-0.054303526450112535,0.6259772192156094,-0.5336078695961679,-0.1307880471365144,0.003150795209073428,0.7044045811858528,0
6.3,12.9,58,252,8.7,0.4191687957050484,1.3455419072416959,-0.005142592215372198,0.6529289878954307,4.056648831681539,1.763165756099693,0
6.8,9.7,26,142,8.9,0.6774264259714997,1.059048559231311,-0.2693752309057698,1.175407011250061,3.5194382485345863,-2.064663107050343,0
7.8,9.9,33,181,10.9,0.5482976108382739,0.49272449921078965,-0.6216854158263007,-0.9798148350877869,1.07757196150298,-0.5986860956311806,1
6.4,1.6,25,117,9.3,0.33308291894956454,0.09296633919625609,0.0829349540147605,1.1100972583307307,0.49152405261539456,-0.7615724302333099,0
6.4,11.9,54,168,10.1,-0.011260588072370606,1.2589276392385778,1.6683307861571481,2.5469118225559635,-0.9735957196035694,3.31058593481992,0
6.1,2.8,47,179,10.9,-0.09734646482785447,-0.5399840808267122,0.6994777776256885,0.7182387408147581,0.19850009817160155,1.8446089234007577,1
7.2,3,17,117,10.1,-0.44168997184978964,0.029671297193988852,1.6683307861571481,1.1100972583307307,-0.38754781071598393,-0.354356593727987,1
6.2,17.2,37,130,8.8,-0.3125611567165638,1.8119264272586395,-0.5336078695961679,0.2610704703794582,-0.485222462197248,0.21574557737946526,1
8.2,1.1,41,92,12,-0.2695182183388219,-1.1329586848482271,0.9637104163160866,-2.024770881797047,-0.9735957196035694,0.37863191198159457,1
6.6,8,61,189,9.2,0.031782350305371326,0.6726156712173113,-0.005142592215372198,0.19576071746013088,-0.28987315923471957,1.4373930868954343,0
5.7,6.7,51,166,10,-0.35560409509430574,0.026339979193846164,1.2279430550064847,0.6529289878954307,0.784548007059187,-1.0059019321365037,1
7.2,10.7,61,222,9.1,-0.09734646482785447,1.059048559231311,0.0829349540147605,-0.32671730589449927,0.003150795209073428,-0.2729134264269223,1
6.8,5.4,34,104,9.4,0.2900399805718226,0.14293610919806354,-0.5336078695961679,0.7182387408147581,-0.9735957196035694,-1.0059019321365037,0
7.6,8.3,28,142,10.2,8.984713532875686,0.5926640392144046,-0.5336078695961679,-0.45733681173315677,0.784548007059187,0.8672909157879821,1
6,10.8,55,149,11,0.07482528868311325,-0.1069127408109737,0.8756328700859539,-0.6532660704911445,0.10082544669033723,0.6229614138847881,1
6.3,13.7,53,134,10.6,-0.48473291022753123,0.5493569052128455,-0.973995600746831,-0.1307880471365144,-0.38754781071598393,-0.354356593727987,1
5.8,4,40,99,12.8,-0.656904663738499,-1.4727531208605251,-0.8859180545166983,1.3060265170887184,0.003150795209073428,0.05285924277733636,1
8.2,3.5,41,174,11.6,0.2900399805718226,-0.32011709281870027,-0.7097629620564333,0.19576071746013088,-0.7782464166410408,0.37863191198159457,0
7,4.7,17,105,12.4,-0.44168997184978964,-0.806489520836352,1.6683307861571481,0.456999729137443,0.19850009817160155,1.2745067522933051,1
6.7,1.2,5,124,11.2,-0.35560409509430574,-1.0130312368438672,-1.0620731469769638,-0.5879563175718143,-0.5828971136785124,-0.924458764835439,0
8,1.5,30,125,12.5,-0.6999476021162409,-1.1063081408472335,-0.18129768467563762,0.2610704703794582,-0.485222462197248,1.0301772503901114,1
6.8,1.6,47,154,9.1,0.37612585732730647,-0.20685228081462556,-0.3574527771359025,-0.7185758234104719,-0.9735957196035694,0.2971887446805299,0
6.8,11.8,53,133,10.4,-0.1403894032055964,0.40611023120763456,0.7875553238558212,-1.0451245880071172,-0.28987315923471957,-0.2729134264269223,1
6.8,17.5,21,114,9.5,-0.18343234158333804,1.2722529112390375,0.0829349540147605,-2.220700140555032,-0.8759210681223051,3.066256432916726,1
6.1,1.3,37,173,10,0.031782350305371326,-0.5066709008254703,-0.2693752309057698,1.0447875054114033,-1.3642943255286262,-0.6801292629322452,1
6.9,1.7,33,101,10.8,-0.44168997184978964,-0.290135230817638,0.4352451389352913,0.13045096454080066,-0.8759210681223051,0.13430241007840057,1
6.6,8.5,46,153,9.4,-0.44168997184978964,0.5793387672139078,-0.0932201384455049,0.06514121162147334,-0.485222462197248,0.2971887446805299,1
6.7,9.55,35,91,12.4,-0.44168997184978964,-0.706549980832737,-1.0620731469769638,-1.3716733526037594,0.9798973100217158,-0.5986860956311806,1
5.5,1.5,35,100,12,-0.613861725360757,-1.0863202328465253,2.4610287022283415,1.5672655287660335,-1.1689450225660978,-0.5986860956311806,1
6.9,7.8,52,171,9.6,-0.011260588072370606,0.4494173652091936,0.1710125002448932,-0.45733681173315677,0.10082544669033723,0.6229614138847881,0
6.9,7.5,46,132,13.4,-0.35560409509430574,-0.8631219268384077,-0.5336078695961679,0.2610704703794582,0.49152405261539456,2.3332679272071446,1
5.7,3.5,27,146,12.1,-0.2695182183388219,-1.342831718855811,-1.1501506932070964,-0.1307880471365144,-0.5828971136785124,-0.354356593727987,1
6.4,4.9,34,144,10,-0.011260588072370606,0.14293610919806354,0.6114002313955568,-0.5879563175718143,1.7612945218718299,-2.064663107050343,0
6.6,1.2,20,84,10.1,-0.18343234158333804,-0.4400445408230603,-0.3574527771359025,0.19576071746013088,0.9798973100217158,-1.2502314340396974,0
6.8,9.3,35,137,10.4,-0.656904663738499,0.19290587919990798,-1.1501506932070964,-0.19609780005584174,0.003150795209073428,0.8672909157879821,1
6.9,6.3,19,50,11.1,-0.44168997184978964,-0.30012918481799206,-2.119003701738555,-0.6532660704911445,4.593859414828493,-1.6574472705450203,0
7.2,14.3,55,194,9,0.5052546724605322,1.2922408192397827,-0.44553032336603526,-0.6532660704911445,-0.485222462197248,0.37863191198159457,1
6.8,4.9,42,130,11,0.031782350305371326,-0.39673740682150127,0.6114002313955568,-0.45733681173315677,-0.8759210681223051,-0.028583924523728304,1
8.5,8.8,23,108,10.5,0.07482528868311325,0.22621905920111293,-1.3263057856673612,-2.024770881797047,-1.0712703710848335,1.2745067522933051,0
6.6,11.3,11,77,12.8,-0.8721193556272084,-0.07026824280966303,0.523322685165424,-0.3920270588138295,-0.38754781071598393,-0.2729134264269223,1
6.8,6,5,129,9.1,0.16091116543859713,0.4260981392083427,-0.7978405082865656,-1.6854129785687493e-4,0.39384940113413025,0.05285924277733636,0
7.7,11,31,117,9.2,-0.2695182183388219,1.375523769242795,-1.766693516818025,0.5223094820567733,0.5891987040966589,-0.4357997610290512,1
7.9,1.2,30,165,12.3,-0.7860334788717246,-1.0063686008436188,2.901416433379004,-0.7185758234104719,-1.3642943255286262,3.31058593481992,1
10.7,8.2,37,181,9.5,-0.09734646482785447,1.3255539992409877,1.6683307861571481,-2.0900806347163745,-0.5828971136785124,1.8446089234007577,1
6.3,3.3,32,140,12.8,-0.39864703347204766,-1.50606630086173,-1.1501506932070964,-0.1307880471365144,0.10082544669033723,-0.354356593727987,1
6.6,1.7,39,84,12.7,-0.48473291022753123,-1.0196938728441154,-0.0932201384455049,2.612221575475291,1.1752466129842445,-0.11002709182479298,1
6.8,1.4,122.5,234.5,10,-0.35560409509430574,-0.6066104408291222,-0.18129768467563762,-0.26140755297517193,0.10082544669033723,-1.4131177686418266,0
7.1,6,11,77,9.7,-0.09734646482785447,0.5260376792119946,0.6114002313955568,0.13045096454080066,1.8589691733530938,-0.7615724302333099,0
6.8,1.2,38,127,9.2,0.24699704219408067,-0.24016546081583054,0.4352451389352913,-0.9798148350877869,-0.5828971136785124,0.21574557737946526,0
6.7,5.4,33,115,12.8933333333333,-0.48473291022753123,-1.3061872208545005,-0.44553032336603526,-0.45733681173315677,1.2729212644655081,-0.7615724302333099,1
6.5,7.9,35,192,9.5,0.11786822706085519,0.49605581721089537,0.1710125002448932,-0.19609780005584174,0.10082544669033723,1.518836254196499,1
6.6,4.6,25,78,10.2,-0.09734646482785447,-0.30679182081824047,-0.973995600746831,-0.522646564652487,0.9798973100217158,-1.4945609359428913,1
6.9,6.3,41,131,10.8,-0.7429905404939827,-0.2534907328162903,-0.005142592215372198,-0.7185758234104719,-0.5828971136785124,-0.19147025912585763,1
7,1.9,21,144,11,-0.2695182183388219,-0.5732972608279172,-0.973995600746831,1.0447875054114033,0.6868733555779227,-0.7615724302333099,0
8.6,1.1,20,107,10.2,-0.2695182183388219,-0.5732972608279172,-1.5024608781276267,-1.6329123642810746,-0.9735957196035694,0.5415182465837239,1
6.1,11.5,51,133,10.8,0.16091116543859713,0.24620696720182111,-1.0620731469769638,0.19576071746013088,-0.38754781071598393,-0.5172429283301159,1
6.2,13.3,49,130,11,-0.3125611567165638,0.39278495920713774,-0.2693752309057698,0.9141679995727459,-0.38754781071598393,-0.354356593727987,1
7.3,6.8,41,163,9.9,0.4622117340827903,0.29284541920352286,-0.7097629620564333,0.06514121162147334,1.2729212644655081,-0.7615724302333099,1
7.6,7.1,29,110,9.2,-0.22647527996107997,0.8325189352230877,-0.6216854158263007,0.06514121162147334,-0.9735957196035694,-0.4357997610290512,1
7.4,14.1,37,194,9.4,0.2900399805718226,1.6120473472513726,1.2279430550064847,0.06514121162147334,1.1752466129842445,0.6229614138847881,1
5.1,1.6,18,89,12.5,-0.8290764172494666,-1.5726926608641771,-0.973995600746831,2.0897435521206607,0.49152405261539456,-0.924458764835439,1
6.7,15.6,51,196,9.3,0.33308291894956454,1.3921803592433977,-0.005142592215372198,-1.6854129785687493e-4,0.5891987040966589,-0.2729134264269223,0
7.3,2.3,22,104,11.5,0.33308291894956454,-0.5399840808267122,3.7821918956803313,0.3263802232987884,-1.4619689770098905,-0.19147025912585763,1
6.8,14.6,34,159,9.2,0.2900399805718226,1.3422105892415903,-0.44553032336603526,-1.698222117200402,-0.6805717651597767,1.763165756099693,0
6.7,6.7,29,160,9.6,0.33308291894956454,0.39278495920713774,-0.44553032336603526,-0.9798148350877869,0.2961747496528659,0.8672909157879821,0
6.9,6,44,141,12.5,-0.48473291022753123,-0.9297482868408177,-1.414383331897494,-0.522646564652487,-0.5828971136785124,0.4600750792826592,1
7.3,12.7,38,140,9.6,-0.2695182183388219,1.3255539992409877,2.637183794688607,0.7182387408147581,0.003150795209073428,0.21574557737946526,1
6.8,13,69,160,9.6,0.031782350305371326,1.0090787892295037,0.0829349540147605,-0.19609780005584174,-0.09452385627219091,-0.2729134264269223,1
6.7,2.8,37,107,11.3,-0.9151622940049503,-0.8098208388364946,1.2279430550064847,0.7835484937340883,0.19850009817160155,-0.354356593727987,1
9.6,1.3,16,160,10.5,-0.2695182183388219,-0.07359956080976873,-0.5336078695961679,-1.6329123642810746,-0.28987315923471957,1.6817225887986285,0
7.2,6.9,47,128,11,0.5482976108382739,-0.26681600481678713,-0.2693752309057698,-0.7185758234104719,-1.0712703710848335,0.2971887446805299,1
7.8,1.8,43,179,9,-0.2695182183388219,0.49272449921078965,-0.7097629620564333,1.5672655287660335,-1.4619689770098905,-0.2729134264269223,0
7.2,2,27,87,12.6,-0.7429905404939827,-1.2395608608520905,0.8756328700859539,0.7182387408147581,0.8822226585404513,-1.4945609359428913,1
7.2,8.5,45,151,9.2,0.37612585732730647,0.7459046672199696,0.2590900464750259,0.06514121162147334,1.1752466129842445,-0.7615724302333099,0
8,10.8,25,157,11.4,0.20395410381633874,0.5593508592131996,-0.18129768467563762,-0.8491953292491294,1.6636198703905656,-0.4357997610290512,1
6.6,2.6,33,78,11.3,-0.6999476021162409,-0.8531279728380536,2.020640971077678,0.19576071746013088,-1.0712703710848335,0.13430241007840057,1
6.5,17.1,44,138,8.8,0.16091116543859713,2.025130779266366,-1.0620731469769638,0.7182387408147581,-0.5828971136785124,-0.6801292629322452,0
6,6.1,29,134,10.7,-0.011260588072370606,0.19956851520011937,0.6994777776256885,1.8938142933626758,0.5891987040966589,-0.354356593727987,1
6.2,5.4,21,75,13.5,-0.7860334788717246,-1.299524584854252,-0.7097629620564333,1.1100972583307307,-0.7782464166410408,-0.028583924523728304,1
7.3,14.75,44.5,129.5,9.1,-0.18343234158333804,1.925191239262751,-0.7097629620564333,1.1100972583307307,-0.5828971136785124,0.5415182465837239,1
7.2,2.4,30,149,9.2,0.07482528868311325,-0.14022592081217866,0.1710125002448932,-0.5879563175718143,-0.09452385627219091,-0.5172429283301159,1
7.7,2.4,29,157,10.6,-0.09734646482785447,-0.30012918481799206,0.6114002313955568,0.5223094820567733,0.003150795209073428,-0.7615724302333099,1
6.3,10.4,61,132,9.1,-0.1403894032055964,0.4660739552097961,-0.2693752309057698,-2.1553903876357046,-0.485222462197248,1.3559499195943696,1
6.1,1.2,34,128,10.1,-0.35560409509430574,-0.6399236208303271,-0.44553032336603526,0.3263802232987884,-0.7782464166410408,-0.6801292629322452,0
6.7,1.2,36,106,9.2,5.584321401034075,-0.3800808168208988,-0.5336078695961679,-1.5022928584424171,-0.09452385627219091,2.9033700983145967,1
5.2,1.7,17,61,12,0.07482528868311325,-1.4960723468613761,-1.0620731469769638,0.3263802232987884,-0.6805717651597767,-0.19147025912585763,1
6.9,4.1,23,116,9.4,0.33308291894956454,-0.0069732008073588,-0.973995600746831,-1.3063635996844294,-0.28987315923471957,-0.2729134264269223,1
6.6,5.35,43,106,11.5,-0.7429905404939827,-0.9663927848421654,-0.5336078695961679,-1.698222117200402,-0.6805717651597767,-0.354356593727987,1
6.3,8.1,60,150,9.3,7.133867182632783,0.5926640392144046,-0.7978405082865656,-0.5879563175718143,0.10082544669033723,-0.2729134264269223,0
6.7,12.1,61,248,9.7,-0.2695182183388219,1.3055660912402796,0.7875553238558212,0.7835484937340883,1.3705959159467724,0.4600750792826592,0
7.1,1.7,21,165,9.2,1.1508987481266604,-0.0069732008073588,0.7875553238558212,-1.4369831055230868,2.640366385203208,-1.6574472705450203,1
7.6,9.3,40,126,9.6,0.6774264259714997,0.8591694792240813,-0.8859180545166983,0.13045096454080066,-1.4619689770098905,0.05285924277733636,0
7.3,6.85,32,138,11.9,-0.35560409509430574,-0.673236800831532,-1.6786159705878922,-1.0451245880071172,0.49152405261539456,0.5415182465837239,1
